MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2021-01-29 16:58:06,5,4.14,0,ProRat2,Poke,Left,21,5,7,,0,ProRat2
2021-01-29 16:58:09,5,4.14,0,ProRat2,Poke,Left,22,5,7,,0,ProRat2
2021-01-29 16:58:13,5,4.14,0,ProRat2,Poke,Left,23,5,7,,0,ProRat2
2021-01-29 16:58:16,5,4.14,0,ProRat2,Poke,Left,24,5,7,,0,ProRat2
2021-01-29 16:58:17,5,4.14,0,ProRat2,Pellet,Left,24,5,8,0.06,0,ProRat2
2021-01-29 17:00:57,5,4.14,0,ProRat2,Poke,Left,25,5,8,,0,ProRat2
2021-01-29 17:01:00,5,4.14,0,ProRat2,Poke,Left,26,5,8,,0,ProRat2
2021-01-29 17:01:03,5,4.14,0,ProRat2,Poke,Left,27,5,8,,0,ProRat2
2021-01-29 17:06:08,5,4.14,0,ProRat2,Poke,Left,28,5,8,,0,ProRat2
2021-01-29 17:09:51,5,4.14,0,ProRat2,Poke,Left,29,5,8,,0,ProRat2
2021-01-29 17:09:54,5,4.14,0,ProRat2,Poke,Left,30,5,8,,0,ProRat2
2021-01-29 17:09:57,5,4.14,0,ProRat2,Poke,Left,31,5,8,,0,ProRat2
2021-01-29 17:10:01,5,4.14,0,ProRat2,Pellet,Left,31,5,9,0.12,0,ProRat2
2021-01-29 17:10:30,5,4.14,0,ProRat2,Poke,Left,32,5,9,,0,ProRat2
2021-01-29 17:10:34,5,4.14,0,ProRat2,Poke,Left,33,5,9,,0,ProRat2
2021-01-29 17:17:17,5,4.14,0,ProRat2,Poke,Left,34,5,9,,0,ProRat2
2021-01-29 17:19:01,5,4.14,0,ProRat2,Poke,Left,35,5,9,,0,ProRat2
2021-01-29 17:19:13,5,4.14,0,ProRat2,Poke,Left,35,6,9,,0,ProRat2
2021-01-29 17:19:15,5,4.14,0,ProRat2,Poke,Left,35,7,9,,0,ProRat2
2021-01-29 17:19:18,5,4.14,0,ProRat2,Poke,Left,35,8,9,,0,ProRat2
2021-01-29 17:19:53,5,4.14,0,ProRat2,Poke,Left,36,8,9,,0,ProRat2
2021-01-29 17:19:57,5,4.14,0,ProRat2,Poke,Left,37,8,9,,0,ProRat2
2021-01-29 17:24:58,5,4.14,0,ProRat2,Poke,Left,37,9,9,,0,ProRat2
2021-01-29 17:25:00,5,4.14,0,ProRat2,Poke,Left,38,9,9,,0,ProRat2
2021-01-29 17:25:06,5,4.14,0,ProRat2,Poke,Left,39,9,9,,0,ProRat2
2021-01-29 17:28:00,5,4.14,0,ProRat2,Poke,Left,39,10,9,,0,ProRat2
2021-01-29 17:28:02,5,4.14,0,ProRat2,Poke,Left,39,11,9,,0,ProRat2
2021-01-29 17:28:03,5,4.14,0,ProRat2,Poke,Left,40,11,9,,0,ProRat2
2021-01-29 17:28:05,5,4.14,0,ProRat2,Pellet,Left,40,11,10,0.06,0,ProRat2
2021-01-29 17:28:39,5,4.14,0,ProRat2,Poke,Left,41,11,10,,0,ProRat2
2021-01-29 17:28:41,5,4.14,0,ProRat2,Poke,Left,42,11,10,,0,ProRat2
2021-01-29 17:28:45,5,4.14,0,ProRat2,Poke,Left,43,11,10,,0,ProRat2
2021-01-29 17:28:48,5,4.14,0,ProRat2,Poke,Left,44,11,10,,0,ProRat2
2021-01-29 17:28:52,5,4.14,0,ProRat2,Poke,Left,45,11,10,,0,ProRat2
2021-01-29 17:28:54,5,4.14,0,ProRat2,Poke,Left,46,11,10,,0,ProRat2
2021-01-29 17:28:57,5,4.14,0,ProRat2,Poke,Left,47,11,10,,0,ProRat2
2021-01-29 17:28:58,5,4.14,0,ProRat2,Poke,Left,48,11,10,,0,ProRat2
2021-01-29 17:30:23,5,4.14,0,ProRat2,Poke,Left,48,12,10,,0,ProRat2
2021-01-29 17:30:24,5,4.14,0,ProRat2,Poke,Left,49,12,10,,0,ProRat2
2021-01-29 17:30:25,5,4.14,0,ProRat2,Poke,Left,50,12,10,,0,ProRat2
2021-01-29 17:30:37,5,4.14,0,ProRat2,Pellet,Left,50,12,11,7.55,0,ProRat2
2021-01-29 17:32:16,5,4.14,0,ProRat2,Poke,Left,51,12,11,,0,ProRat2
2021-01-29 17:33:09,5,4.14,0,ProRat2,Poke,Left,51,13,11,,0,ProRat2
2021-01-29 17:35:18,5,4.14,0,ProRat2,Poke,Left,51,14,11,,0,ProRat2
2021-01-29 17:35:23,5,4.14,0,ProRat2,Poke,Left,51,15,11,,0,ProRat2
2021-01-29 17:38:19,5,4.14,0,ProRat2,Poke,Left,52,15,11,,0,ProRat2
2021-01-29 17:38:21,5,4.14,0,ProRat2,Poke,Left,53,15,11,,0,ProRat2
2021-01-29 17:38:24,5,4.14,0,ProRat2,Poke,Left,54,15,11,,0,ProRat2
2021-01-29 17:38:30,5,4.14,0,ProRat2,Poke,Left,55,15,11,,0,ProRat2
2021-01-29 17:38:31,5,4.14,0,ProRat2,Poke,Left,56,15,11,,0,ProRat2
2021-01-29 17:38:32,5,4.14,0,ProRat2,Poke,Left,57,15,11,,0,ProRat2
2021-01-29 17:40:42,5,4.14,0,ProRat2,Poke,Left,57,16,11,,0,ProRat2
2021-01-29 17:40:48,5,4.14,0,ProRat2,Poke,Left,58,16,11,,0,ProRat2
2021-01-29 17:40:50,5,4.14,0,ProRat2,Poke,Left,59,16,11,,0,ProRat2
2021-01-29 17:40:51,5,4.14,0,ProRat2,Poke,Left,60,16,11,,0,ProRat2
2021-01-29 17:40:55,5,4.14,0,ProRat2,Poke,Left,61,16,11,,0,ProRat2
2021-01-29 17:40:57,5,4.14,0,ProRat2,Poke,Left,62,16,11,,0,ProRat2
2021-01-29 17:40:59,5,4.14,0,ProRat2,Pellet,Left,62,16,12,0.06,0,ProRat2
2021-01-29 17:44:46,5,4.14,0,ProRat2,Poke,Left,63,16,12,,0,ProRat2
2021-01-29 17:44:51,5,4.14,0,ProRat2,Poke,Left,64,16,12,,0,ProRat2
2021-01-29 17:44:55,5,4.14,0,ProRat2,Poke,Left,65,16,12,,0,ProRat2
2021-01-29 17:44:56,5,4.14,0,ProRat2,Poke,Left,66,16,12,,0,ProRat2
2021-01-29 17:47:54,5,4.14,0,ProRat2,Poke,Left,67,16,12,,0,ProRat2
2021-01-29 17:47:57,5,4.14,0,ProRat2,Poke,Left,68,16,12,,0,ProRat2
2021-01-29 17:47:59,5,4.14,0,ProRat2,Poke,Left,69,16,12,,0,ProRat2
2021-01-29 17:48:02,5,4.14,0,ProRat2,Poke,Left,70,16,12,,0,ProRat2
2021-01-29 17:48:06,5,4.14,0,ProRat2,Poke,Left,71,16,12,,0,ProRat2
2021-01-29 18:03:53,5,4.14,0,ProRat2,Poke,Left,72,16,12,,0,ProRat2
2021-01-29 18:03:54,5,4.14,0,ProRat2,Poke,Left,73,16,12,,0,ProRat2
2021-01-29 18:22:12,5,4.14,0,ProRat2,Poke,Left,73,17,12,,0,ProRat2
2021-01-29 18:22:14,5,4.14,0,ProRat2,Poke,Left,74,17,12,,0,ProRat2
2021-01-29 18:22:16,5,4.14,0,ProRat2,Poke,Left,75,17,12,,0,ProRat2
2021-01-29 18:22:19,5,4.14,0,ProRat2,Pellet,Left,75,17,13,1.53,0,ProRat2
2021-01-29 18:22:46,5,4.14,0,ProRat2,Poke,Left,76,17,13,,0,ProRat2
2021-01-29 18:22:46,5,4.14,0,ProRat2,Poke,Left,77,17,13,,0,ProRat2
2021-01-29 18:22:48,5,4.14,0,ProRat2,Poke,Left,78,17,13,,0,ProRat2
2021-01-29 18:22:50,5,4.14,0,ProRat2,Poke,Left,79,17,13,,0,ProRat2
2021-01-29 18:22:51,5,4.14,0,ProRat2,Poke,Left,80,17,13,,0,ProRat2
2021-01-29 18:22:55,5,4.14,0,ProRat2,Poke,Left,81,17,13,,0,ProRat2
2021-01-29 18:23:10,5,4.14,0,ProRat2,Poke,Left,82,17,13,,0,ProRat2
2021-01-29 18:23:11,5,4.14,0,ProRat2,Poke,Left,83,17,13,,0,ProRat2
2021-01-29 18:23:13,5,4.14,0,ProRat2,Poke,Left,84,17,13,,0,ProRat2
2021-01-29 18:40:19,5,4.14,0,ProRat2,Poke,Left,85,17,13,,0,ProRat2
2021-01-29 18:40:21,5,4.14,0,ProRat2,Poke,Left,86,17,13,,0,ProRat2
2021-01-29 18:40:24,5,4.14,0,ProRat2,Poke,Left,87,17,13,,0,ProRat2
2021-01-29 18:40:26,5,4.14,0,ProRat2,Poke,Left,88,17,13,,0,ProRat2
2021-01-29 18:40:27,5,4.14,0,ProRat2,Poke,Left,89,17,13,,0,ProRat2
2021-01-29 18:40:29,5,4.14,0,ProRat2,Poke,Left,90,17,13,,0,ProRat2
2021-01-29 18:40:31,5,4.14,0,ProRat2,Pellet,Left,90,17,14,0.37,0,ProRat2
2021-01-29 18:40:59,5,4.14,0,ProRat2,Poke,Left,91,17,14,,0,ProRat2
2021-01-29 18:41:03,5,4.14,0,ProRat2,Poke,Left,92,17,14,,0,ProRat2
2021-01-29 18:41:06,5,4.14,0,ProRat2,Poke,Left,93,17,14,,0,ProRat2
2021-01-29 18:41:11,5,4.14,0,ProRat2,Poke,Left,94,17,14,,0,ProRat2
2021-01-29 18:41:13,5,4.14,0,ProRat2,Poke,Left,95,17,14,,0,ProRat2
2021-01-29 18:41:17,5,4.14,0,ProRat2,Poke,Left,96,17,14,,0,ProRat2
2021-01-29 18:41:20,5,4.14,0,ProRat2,Poke,Left,97,17,14,,0,ProRat2
2021-01-29 18:44:21,5,4.14,0,ProRat2,Poke,Left,97,18,14,,0,ProRat2
2021-01-29 18:44:25,5,4.14,0,ProRat2,Poke,Left,97,19,14,,0,ProRat2
2021-01-29 18:44:28,5,4.14,0,ProRat2,Poke,Left,97,20,14,,0,ProRat2
2021-01-29 18:44:31,5,4.14,0,ProRat2,Poke,Left,97,21,14,,0,ProRat2
2021-01-29 18:44:33,5,4.14,0,ProRat2,Poke,Left,98,21,14,,0,ProRat2
2021-01-29 18:44:35,5,4.14,0,ProRat2,Poke,Left,99,21,14,,0,ProRat2
2021-01-29 18:44:37,5,4.14,0,ProRat2,Poke,Left,100,21,14,,0,ProRat2
2021-01-29 18:44:42,5,4.14,0,ProRat2,Poke,Left,101,21,14,,0,ProRat2
2021-01-29 18:44:43,5,4.14,0,ProRat2,Poke,Left,102,21,14,,0,ProRat2
2021-01-29 18:44:46,5,4.14,0,ProRat2,Poke,Left,103,21,14,,0,ProRat2
2021-01-29 18:46:17,5,4.14,0,ProRat2,Poke,Left,103,22,14,,0,ProRat2
2021-01-29 18:46:27,5,4.14,0,ProRat2,Poke,Left,104,22,14,,0,ProRat2
2021-01-29 18:46:31,5,4.14,0,ProRat2,Poke,Left,105,22,14,,0,ProRat2
2021-01-29 18:46:35,5,4.14,0,ProRat2,Poke,Left,106,22,14,,0,ProRat2
2021-01-29 18:46:49,5,4.14,0,ProRat2,Poke,Left,107,22,14,,0,ProRat2
2021-01-29 18:46:52,5,4.14,0,ProRat2,Pellet,Left,107,22,15,1.16,0,ProRat2
2021-01-29 18:53:23,5,4.14,0,ProRat2,Poke,Left,108,22,15,,0,ProRat2
2021-01-29 18:53:25,5,4.14,0,ProRat2,Poke,Left,109,22,15,,0,ProRat2
2021-01-29 18:56:50,5,4.14,0,ProRat2,Poke,Left,109,23,15,,0,ProRat2
2021-01-29 18:56:56,5,4.14,0,ProRat2,Poke,Left,109,24,15,,0,ProRat2
2021-01-29 18:57:11,5,4.14,0,ProRat2,Poke,Left,110,24,15,,0,ProRat2
2021-01-29 19:05:43,5,4.14,0,ProRat2,Poke,Left,111,24,15,,0,ProRat2
2021-01-29 19:05:44,5,4.14,0,ProRat2,Poke,Left,112,24,15,,0,ProRat2
2021-01-29 19:10:54,5,4.14,0,ProRat2,Poke,Left,113,24,15,,0,ProRat2
2021-01-29 19:10:55,5,4.14,0,ProRat2,Poke,Left,114,24,15,,0,ProRat2
2021-01-29 19:10:58,5,4.14,0,ProRat2,Poke,Left,115,24,15,,0,ProRat2
2021-01-29 19:19:22,5,4.14,0,ProRat2,Poke,Left,116,24,15,,0,ProRat2
2021-01-29 19:19:23,5,4.14,0,ProRat2,Poke,Left,117,24,15,,0,ProRat2
2021-01-29 19:19:26,5,4.14,0,ProRat2,Poke,Left,118,24,15,,0,ProRat2
2021-01-29 19:19:28,5,4.14,0,ProRat2,Poke,Left,119,24,15,,0,ProRat2
2021-01-29 19:19:31,5,4.14,0,ProRat2,Poke,Left,120,24,15,,0,ProRat2
2021-01-29 19:24:20,5,4.14,0,ProRat2,Poke,Left,121,24,15,,0,ProRat2
2021-01-29 19:24:28,5,4.14,0,ProRat2,Poke,Left,121,25,15,,0,ProRat2
2021-01-29 19:26:35,5,4.14,0,ProRat2,Poke,Left,122,25,15,,0,ProRat2
2021-01-29 19:26:38,5,4.14,0,ProRat2,Poke,Left,123,25,15,,0,ProRat2
2021-01-29 19:26:48,5,4.14,0,ProRat2,Poke,Left,124,25,15,,0,ProRat2
2021-01-29 19:26:52,5,4.14,0,ProRat2,Poke,Left,125,25,15,,0,ProRat2
2021-01-29 19:26:53,5,4.14,0,ProRat2,Poke,Left,126,25,15,,0,ProRat2
2021-01-29 19:26:54,5,4.14,0,ProRat2,Poke,Left,127,25,15,,0,ProRat2
2021-01-29 19:26:57,5,4.14,0,ProRat2,Pellet,Left,127,25,16,0.61,0,ProRat2
2021-01-29 19:35:17,5,4.14,0,ProRat2,Poke,Left,128,25,16,,0,ProRat2
2021-01-29 19:35:18,5,4.14,0,ProRat2,Poke,Left,129,25,16,,0,ProRat2
2021-01-29 19:35:23,5,4.14,0,ProRat2,Poke,Left,130,25,16,,0,ProRat2
2021-01-29 19:35:31,5,4.14,0,ProRat2,Poke,Left,131,25,16,,0,ProRat2
2021-01-29 19:35:33,5,4.14,0,ProRat2,Poke,Left,132,25,16,,0,ProRat2
2021-01-29 19:35:35,5,4.14,0,ProRat2,Poke,Left,133,25,16,,0,ProRat2
2021-01-29 19:35:36,5,4.14,0,ProRat2,Poke,Left,134,25,16,,0,ProRat2
2021-01-29 19:53:00,5,4.14,0,ProRat2,Poke,Left,135,25,16,,0,ProRat2
2021-01-29 19:54:24,5,4.14,0,ProRat2,Poke,Left,135,26,16,,0,ProRat2
2021-01-29 19:57:34,5,4.14,0,ProRat2,Poke,Left,136,26,16,,0,ProRat2
2021-01-29 19:57:37,5,4.14,0,ProRat2,Poke,Left,137,26,16,,0,ProRat2
2021-01-29 19:58:24,5,4.14,0,ProRat2,Poke,Left,138,26,16,,0,ProRat2
2021-01-29 19:58:26,5,4.14,0,ProRat2,Poke,Left,139,26,16,,0,ProRat2
2021-01-29 19:58:29,5,4.14,0,ProRat2,Poke,Left,140,26,16,,0,ProRat2
2021-01-29 20:02:05,5,4.14,0,ProRat2,Poke,Left,141,26,16,,0,ProRat2
2021-01-29 20:02:06,5,4.14,0,ProRat2,Poke,Left,142,26,16,,0,ProRat2
2021-01-29 20:09:55,5,4.14,0,ProRat2,Poke,Left,143,26,16,,0,ProRat2
2021-01-29 20:21:23,5,4.14,0,ProRat2,Poke,Left,143,27,16,,0,ProRat2
2021-01-29 20:21:25,5,4.14,0,ProRat2,Poke,Left,144,27,16,,0,ProRat2
2021-01-29 20:21:27,5,4.14,0,ProRat2,Poke,Left,145,27,16,,0,ProRat2
2021-01-29 20:21:30,5,4.14,0,ProRat2,Poke,Left,146,27,16,,0,ProRat2
2021-01-29 20:29:05,5,4.14,0,ProRat2,Poke,Left,147,27,16,,0,ProRat2
2021-01-29 20:38:50,5,4.14,0,ProRat2,Poke,Left,148,27,16,,0,ProRat2
2021-01-29 20:52:52,5,4.14,0,ProRat2,Poke,Left,149,27,16,,0,ProRat2
2021-01-29 20:52:54,5,4.14,0,ProRat2,Pellet,Left,149,27,17,0.49,0,ProRat2
2021-01-29 20:53:47,5,4.14,0,ProRat2,Poke,Left,150,27,17,,0,ProRat2
2021-01-29 20:53:50,5,4.14,0,ProRat2,Poke,Left,151,27,17,,0,ProRat2
2021-01-29 20:53:55,5,4.14,0,ProRat2,Poke,Left,152,27,17,,0,ProRat2
2021-01-29 20:53:57,5,4.14,0,ProRat2,Poke,Left,153,27,17,,0,ProRat2
2021-01-29 20:54:47,5,4.14,0,ProRat2,Poke,Left,153,28,17,,0,ProRat2
2021-01-29 21:00:08,5,4.14,0,ProRat2,Poke,Left,153,29,17,,0,ProRat2
2021-01-29 21:02:29,5,4.14,0,ProRat2,Poke,Left,154,29,17,,0,ProRat2
2021-01-29 21:02:30,5,4.14,0,ProRat2,Poke,Left,155,29,17,,0,ProRat2
2021-01-29 21:02:32,5,4.14,0,ProRat2,Poke,Left,156,29,17,,0,ProRat2
2021-01-29 21:02:35,5,4.14,0,ProRat2,Poke,Left,157,29,17,,0,ProRat2
2021-01-29 21:02:36,5,4.14,0,ProRat2,Poke,Left,158,29,17,,0,ProRat2
2021-01-29 21:07:55,5,4.14,0,ProRat2,Poke,Left,159,29,17,,0,ProRat2
2021-01-29 21:07:56,5,4.14,0,ProRat2,Poke,Left,160,29,17,,0,ProRat2
2021-01-29 21:10:45,5,4.14,0,ProRat2,Poke,Left,160,30,17,,0,ProRat2
2021-01-29 21:10:46,5,4.14,0,ProRat2,Poke,Left,161,30,17,,0,ProRat2
2021-01-29 21:16:02,5,4.14,0,ProRat2,Poke,Left,162,30,17,,0,ProRat2
2021-01-29 21:16:03,5,4.14,0,ProRat2,Poke,Left,163,30,17,,0,ProRat2
2021-01-29 21:16:04,5,4.14,0,ProRat2,Poke,Left,164,30,17,,0,ProRat2
2021-01-29 21:16:06,5,4.14,0,ProRat2,Poke,Left,165,30,17,,0,ProRat2
2021-01-29 21:16:07,5,4.14,0,ProRat2,Poke,Left,166,30,17,,0,ProRat2
2021-01-29 21:16:08,5,4.14,0,ProRat2,Poke,Left,167,30,17,,0,ProRat2
2021-01-29 21:46:23,5,4.14,0,ProRat2,Poke,Left,168,30,17,,0,ProRat2
2021-01-29 21:46:25,5,4.14,0,ProRat2,Pellet,Left,168,30,18,0.31,0,ProRat2
2021-01-29 21:47:14,5,4.14,0,ProRat2,Poke,Left,169,30,18,,0,ProRat2
2021-01-29 21:47:16,5,4.14,0,ProRat2,Pellet,Left,169,30,19,0.31,0,ProRat2
2021-01-29 21:48:25,5,4.14,0,ProRat2,Poke,Left,169,31,19,,0,ProRat2
2021-01-29 21:48:27,5,4.14,0,ProRat2,Poke,Left,169,32,19,,0,ProRat2
2021-01-29 21:48:28,5,4.14,0,ProRat2,Poke,Left,169,33,19,,0,ProRat2
2021-01-29 21:48:41,5,4.14,0,ProRat2,Poke,Left,170,33,19,,0,ProRat2
2021-01-29 21:48:43,5,4.14,0,ProRat2,Poke,Left,171,33,19,,0,ProRat2
2021-01-29 21:48:45,5,4.14,0,ProRat2,Pellet,Left,171,33,20,0.12,0,ProRat2
2021-01-29 21:53:17,5,4.14,0,ProRat2,Poke,Left,172,33,20,,0,ProRat2
2021-01-29 21:53:19,5,4.14,0,ProRat2,Poke,Left,173,33,20,,0,ProRat2
2021-01-29 21:53:21,5,4.14,0,ProRat2,Pellet,Left,173,33,21,0.31,0,ProRat2
2021-01-29 21:58:33,5,4.14,0,ProRat2,Poke,Left,174,33,21,,0,ProRat2
2021-01-29 21:58:35,5,4.14,0,ProRat2,Poke,Left,175,33,21,,0,ProRat2
2021-01-29 22:03:07,5,4.14,0,ProRat2,Poke,Left,176,33,21,,0,ProRat2
2021-01-29 22:03:09,5,4.14,0,ProRat2,Pellet,Left,176,33,22,0.43,0,ProRat2
2021-01-29 22:09:06,5,4.14,0,ProRat2,Poke,Left,177,33,22,,0,ProRat2
2021-01-29 22:09:07,5,4.14,0,ProRat2,Poke,Left,178,33,22,,0,ProRat2
2021-01-29 22:12:36,5,4.14,0,ProRat2,Poke,Left,179,33,22,,0,ProRat2
2021-01-29 22:14:13,5,4.14,0,ProRat2,Poke,Left,180,33,22,,0,ProRat2
2021-01-29 22:14:14,5,4.14,0,ProRat2,Pellet,Left,180,33,23,0.18,0,ProRat2
2021-01-29 22:15:16,5,4.14,0,ProRat2,Poke,Left,180,34,23,,0,ProRat2
2021-01-29 22:15:22,5,4.14,0,ProRat2,Poke,Left,181,34,23,,0,ProRat2
2021-01-29 22:15:49,5,4.14,0,ProRat2,Poke,Left,181,35,23,,0,ProRat2
2021-01-29 22:15:50,5,4.14,0,ProRat2,Poke,Left,181,36,23,,0,ProRat2
2021-01-29 22:15:53,5,4.14,0,ProRat2,Poke,Left,181,37,23,,0,ProRat2
2021-01-29 22:15:56,5,4.14,0,ProRat2,Poke,Left,182,37,23,,0,ProRat2
2021-01-29 22:27:07,5,4.14,0,ProRat2,Poke,Left,183,37,23,,0,ProRat2
2021-01-29 22:27:08,5,4.14,0,ProRat2,Poke,Left,184,37,23,,0,ProRat2
2021-01-29 22:27:09,5,4.14,0,ProRat2,Poke,Left,185,37,23,,0,ProRat2
2021-01-29 22:27:11,5,4.14,0,ProRat2,Pellet,Left,185,37,24,0.18,0,ProRat2
2021-01-29 22:32:13,5,4.14,0,ProRat2,Poke,Left,186,37,24,,0,ProRat2
2021-01-29 22:32:14,5,4.14,0,ProRat2,Poke,Left,187,37,24,,0,ProRat2
2021-01-29 22:45:24,5,4.14,0,ProRat2,Poke,Left,188,37,24,,0,ProRat2
2021-01-29 22:45:26,5,4.14,0,ProRat2,Poke,Left,189,37,24,,0,ProRat2
2021-01-29 22:45:29,5,4.14,0,ProRat2,Poke,Left,190,37,24,,0,ProRat2
2021-01-29 22:45:32,5,4.14,0,ProRat2,Poke,Left,191,37,24,,0,ProRat2
2021-01-29 22:45:34,5,4.14,0,ProRat2,Pellet,Left,191,37,25,0.06,0,ProRat2
2021-01-29 22:51:41,5,4.14,0,ProRat2,Poke,Left,192,37,25,,0,ProRat2
2021-01-29 22:51:42,5,4.14,0,ProRat2,Poke,Left,193,37,25,,0,ProRat2
2021-01-29 22:51:44,5,4.14,0,ProRat2,Poke,Left,194,37,25,,0,ProRat2
2021-01-29 22:51:47,5,4.14,0,ProRat2,Poke,Left,195,37,25,,0,ProRat2
2021-01-29 22:53:43,5,4.14,0,ProRat2,Poke,Left,196,37,25,,0,ProRat2
2021-01-29 22:58:01,5,4.14,0,ProRat2,Poke,Left,197,37,25,,0,ProRat2
2021-01-29 23:14:59,5,4.14,0,ProRat2,Poke,Left,198,37,25,,0,ProRat2
2021-01-29 23:15:01,5,4.14,0,ProRat2,Pellet,Left,198,37,26,0.43,0,ProRat2
2021-01-29 23:15:39,5,4.14,0,ProRat2,Poke,Left,199,37,26,,0,ProRat2
2021-01-29 23:15:42,5,4.14,0,ProRat2,Poke,Left,200,37,26,,0,ProRat2
2021-01-29 23:15:48,5,4.14,0,ProRat2,Poke,Left,201,37,26,,0,ProRat2
2021-01-29 23:26:04,5,4.14,0,ProRat2,Poke,Left,202,37,26,,0,ProRat2
2021-01-29 23:26:05,5,4.14,0,ProRat2,Poke,Left,203,37,26,,0,ProRat2
2021-01-29 23:26:07,5,4.14,0,ProRat2,Poke,Left,204,37,26,,0,ProRat2
2021-01-29 23:26:10,5,4.14,0,ProRat2,Poke,Left,205,37,26,,0,ProRat2
2021-01-29 23:26:11,5,4.14,0,ProRat2,Poke,Left,206,37,26,,0,ProRat2
2021-01-29 23:27:18,5,4.14,0,ProRat2,Poke,Left,206,38,26,,0,ProRat2
2021-01-29 23:52:39,5,4.14,0,ProRat2,Poke,Left,207,38,26,,0,ProRat2
2021-01-29 23:52:40,5,4.14,0,ProRat2,Pellet,Left,207,38,27,0.31,0,ProRat2
2021-01-29 23:53:28,5,4.14,0,ProRat2,Poke,Left,208,38,27,,0,ProRat2
2021-01-29 23:53:31,5,4.14,0,ProRat2,Poke,Left,209,38,27,,0,ProRat2
2021-01-29 23:53:33,5,4.14,0,ProRat2,Poke,Left,210,38,27,,0,ProRat2
2021-01-29 23:53:34,5,4.14,0,ProRat2,Poke,Left,211,38,27,,0,ProRat2
2021-01-29 23:53:35,5,4.14,0,ProRat2,Poke,Left,212,38,27,,0,ProRat2
2021-01-29 23:53:43,5,4.14,0,ProRat2,Poke,Left,213,38,27,,0,ProRat2
2021-01-29 23:53:46,5,4.14,0,ProRat2,Poke,Left,214,38,27,,0,ProRat2
